CODE_SEC,CENTROID_X,CENTROID_Y,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9
9109,2.367438867,48.70388285,12666.1221050802,12085.587898702,12400.0122834019,11212.3085712808,11623.1494246621,11528.041925922,11791.8248874413,11845.1206631467,12933.0299942176,12705.6463516154,11757.0803247205,12337.840588793,12103.601595174,12552.656062001,12749.1665469244,12749.1665469244,12749.1665469244,13388.8585399801,13488.1699069366,13747.5554802682,13454.3512740643,12961.9543767613,12515.9179456019,12562.8659410894
9110,2.371051182,48.65380623,13749.1563476296,13323.5823629729,13246.1898662676,13002.7784253059,13455.3977856641,12187.3654280086,12306.9906225367,13370.7297021714,14818.6861440821,16468.8732564328,17146.3577038997,17715.9934280535,17715.9934280535,18202.1734569095,18202.1734569095,18202.1734569095,18202.1734569095,18202.1734569095,18404.4776782124,17953.0561394724,17324.3506580611,16961.5359320286,15568.9135771964,15275.2685466361
9111,2.309000161,48.72036057,12045.5283301787,11678.2259380895,11475.3591346794,13349.8076870691,12603.4533974898,10138.3521775266,11849.7627834881,13244.2925463556,12441.5703522992,13226.5766806302,12729.4849809587,12597.2570873379,13080.3616901805,12906.9908382811,13352.4536327063,13352.4536327063,13201.7322440236,13201.7322440236,13337.7552738606,13576.8236467859,13932.4377448373,13997.0855586624,14219.1460127379,13333.0981894362
9112,2.27328968,48.68361495,7384.30462261539,9097.84661030095,9079.48621924634,10139.7264969544,7298.08055921446,7551.90224025383,7040.45577605705,6786.93015373583,7640.13492041617,7762.58245025586,8795.31461539898,9089.89154871575,8916.52069681633,9089.89154871575,8756.68176652617,8756.68176652617,8756.68176652617,8756.68176652617,8756.68176652617,8756.68176652617,8972.34473728721,8175.62267248987,7870.50270449453,7688.15982048561
9113,2.207158409,48.73273112,11090.8463354989,11622.2082626582,12029.9162750266,11713.9652498148,10908.3859886598,10253.1566655461,9375.8544727585,8814.69852231885,8698.47679603001,8179.69930337558,9052.92431551616,8223.16662261268,9282.46410149729,9550.88801793992,9550.88801793992,9282.46410149729,9433.18549017998,9433.18549017998,9665.0113963502,9665.0113963502,9009.47387253877,9014.18943922327,8954.76051431115,10540.1786693433
9114,2.113757568,48.65455283,3037.16249011573,3037.16249011573,3037.16249011573,3037.80912390426,3234.2952834883,3725.8717849199,3573.87921840801,3973.44915821458,2394.81196567589,3134.08280470156,3134.08280470156,3134.08280470156,3134.08280470156,2865.65888825894,2865.65888825894,2865.65888825894,2865.65888825894,2865.65888825894,3134.08280470156,3134.08280470156,3134.08280470156,2745.09375752497,3311.52325311474,3401.05679804369
9201,2.296822175,48.92969876,24956.7296149889,24814.1815188671,27380.4674946598,27934.1858906727,25535.9671481952,26401.0982974967,24409.9844076526,29950.6061158177,28992.7557759279,30488.689774652,30497.7911765308,30050.7341687317,30279.8490332632,31170.1134550199,30966.9982109362,30966.9982109362,30966.9982109362,30818.0106097581,31043.1477414604,31043.1477414604,30002.0871496714,29656.6695233756,24413.0588711814,23341.1242522456
9202,2.250557272,48.92118352,12093.2638930462,12605.8350563197,12613.0448954805,13023.797258742,12801.8528959567,14185.1218676384,12241.4019825188,11796.3839773506,13257.7941370291,14134.9692230125,13889.1111381238,15137.5808065434,15547.4309982755,15856.8348009709,15856.8348009709,15856.8348009709,15856.8348009709,15856.8348009709,15657.2762421145,15657.2762421145,15145.2919858886,14525.4501007606,12659.4655445494,11383.5569432855
9203,2.284225766,48.89366703,27183.2479832298,26650.0048667313,26182.3347333065,25984.4081783661,24403.1249541982,23938.3096193459,23625.4827266316,21241.6531521746,22121.4518064142,20348.3900491822,20499.3205710638,20499.3205710638,19722.3716212302,19722.3716212302,19426.4806613091,20018.3108443417,20018.3108443417,20018.3108443417,19816.462432368,20129.4135928835,19232.8172143717,19649.9736581929,20780.5697539022,23453.3567702405
9204,2.210843262,48.89723437,22652.3752043305,23342.003108922,23884.8761965706,23115.0783431182,24108.944499331,22466.1947521485,21160.376876401,18107.2009326138,18497.2729712028,16935.847636003,15937.1225143508,15769.9462643396,15996.6452460406,16743.9244601537,16743.9244601537,16743.9244601537,16743.9244601537,16743.9244601537,17335.4915648291,16973.9618626631,16381.1545906223,18531.1860146852,19085.7784263053,20969.7417078981
9205,2.248346018,48.89221379,15281.3061194549,16527.284483838,16431.0284388418,16254.565111397,18755.0789638304,17079.0615052188,16129.5176271553,14889.0851439357,11227.5040702643,9747.45700361848,8083.46356756887,7289.778455816,7860.05070305851,9141.32932075748,8623.80997688491,8416.04782174404,8416.04782174404,8416.04782174404,8416.04782174404,8416.04782174404,7516.15951297255,7807.67421277308,10681.9809318172,13476.6610543956
9206,2.186072524,48.86932163,7802.59323837296,7802.59323837296,7537.31958120304,8528.37687263512,8853.65218841503,8353.5442566055,7523.9485274628,6595.98495169082,7081.06003185656,7960.48298455469,8217.47694972159,8217.47694972159,8547.29588476457,7153.38859169213,6856.37696174607,6856.37696174607,6856.37696174607,6856.37696174607,6267.17245337145,6628.70215553747,7226.49834112136,7123.46899154262,7410.92243629651,7155.36245253132
9207,2.190218829,48.8310988,5012.14384183842,3857.27034073813,4271.3249211667,4471.04708576651,4389.00537340804,3810.45937264328,4389.14616626508,3584.47024123862,3035.92885452797,2584.68799374303,2584.68799374303,4068.49513651699,3234.15635174096,3234.15635174096,3234.15635174096,2972.45582240717,2972.45582240717,2972.45582240717,2972.45582240717,2972.45582240717,2972.45582240717,2972.45582240717,3388.54719940923,4376.26451499595
9208,2.239122173,48.83657909,10567.0750158098,11205.243309684,10450.3461072369,10318.9233576752,10428.0365075208,10791.3904010262,10451.1886366555,7727.3364898354,7609.85807750031,7960.31037570944,8876.04312795945,9309.30165917717,9309.30165917717,8107.37016157279,8107.37016157279,8107.37016157279,8107.37016157279,8107.37016157279,8048.42145795176,8048.42145795176,8681.28445300507,9209.67014143576,9999.2492389742,10076.3976519631
9209,2.284465773,48.8202931,20305.8274984439,20572.5329895889,20108.6140901616,20313.5969132156,20325.7438270949,20150.7413703596,21150.7106741451,22896.6882760552,21540.1174435679,18901.8784168421,18883.5615829773,19628.3373326305,19350.9882899282,19858.4617817478,19858.4617817478,20155.4734116939,20603.5640325542,20603.5640325542,19430.8498373264,19430.8498373264,19408.1911435919,18865.6823842236,19287.3291459566,19757.7474603722
9210,2.285552638,48.76466707,14589.3643236214,13999.8980368261,14260.6230158322,14006.8820015233,13785.3629945437,13756.8305678641,11921.3847117035,11974.3033203442,14385.8839252007,14939.7341046216,14676.03589952,14497.1248280629,14497.1248280629,14995.6402434952,14995.6402434952,14995.6402434952,14995.6402434952,14995.6402434952,14415.7594662075,14415.7594662075,14953.7344496158,14267.8135321631,14333.3487687582,13619.275714289
9211,2.297491368,48.79786542,11041.084275143,11129.7293905306,11105.3631317662,10936.4189720041,10807.2708366525,13206.2995265473,13605.6649228121,15967.6294938729,15266.4928494112,17008.0229185748,16957.7184758962,16749.9563207553,16749.9563207553,16546.8410766715,16749.9563207553,16749.9563207553,16749.9563207553,16749.9563207553,17065.9240645411,17065.9240645411,17065.9240645411,16742.1555577063,15177.0684285975,14028.6596435197
9212,2.240111447,48.80026696,8622.73839587918,8338.93390757091,9012.12565071957,9951.8564518465,9951.8564518465,9154.38412980335,7734.42758562554,8296.76879895168,8705.84544882915,7719.7778172152,8589.65837343194,8589.65837343194,8804.82575064475,8804.82575064475,8804.82575064475,8804.82575064475,8804.82575064475,8804.82575064475,8722.48067018223,8722.48067018223,8722.48067018223,8935.49952221083,9014.63782440626,8837.905773092
9302,2.536599825,48.86286557,10228.7088957763,11255.5741465356,10043.3506355995,9803.40833712953,9602.90038511254,9657.61458057013,7790.62656789283,9220.0964060183,10181.6263099831,11664.3882901508,11478.5842738222,11806.7044534916,12039.5049129921,12213.6564925132,12380.8136353448,12432.6142390262,12432.6142390262,12432.6142390262,12773.1761208017,12773.1761208017,12019.1782761472,12822.4129184582,12401.5474291037,11052.2958964475
9303,2.424747178,48.90063876,26495.2798241048,23001.253721238,24775.0466946067,24562.2776103911,25759.7140783632,25254.6773865934,27003.3516855671,22882.495791446,23220.2977739316,27429.8475571093,27656.7872580718,28651.9280631497,28765.6368927524,29709.151174208,29709.151174208,29709.151174208,29709.151174208,29709.151174208,27604.273411718,27604.273411718,28777.4777145035,29288.4913183035,29536.8341658004,29223.4785580677
9304,2.441456747,48.86937168,38310.9569654951,43043.5122870825,42260.8566552228,39946.9948314734,37884.4921501532,38579.9619704772,39754.8677514194,41042.2631322713,35671.7767924792,35067.0173403717,35145.6883838644,33666.5010233791,33040.1921948964,33609.0285575808,34237.6862186091,34481.7765748488,34481.7765748488,34481.7765748488,35971.4228221133,36201.9807459739,36777.8859269186,36370.3359146471,36658.6316198652,33756.7698725764
9305,2.478808335,48.89952219,21980.4783410836,22427.3587580776,22526.8829845706,24209.8036268705,21258.4784727933,20414.9612110424,20399.1676883284,20766.9720140887,22087.2620905244,28631.7956029589,25749.6550636197,27043.8272960428,27809.6112602127,27435.1513928289,28697.6905320559,27632.5442688568,28390.0699476868,28390.0699476868,26213.484059374,26213.484059374,25073.2500813693,23491.651989702,24689.9270500713,24532.6904755525
9306,2.51642683,48.88197878,23409.7983946675,20350.2597601328,21743.685750194,21663.1601794891,22035.9194229536,21893.2153821495,21151.3087591943,20661.5610092607,20991.5269441904,25632.0197227928,28512.9340677689,27630.4152670171,27348.6256602024,26825.4973689938,27875.3679285583,28014.0526413754,28014.0526413754,28014.0526413754,28034.805009174,28034.805009174,27834.1028761354,25104.7239195036,24595.6359168213,22126.6061821583
9307,2.55775752,48.91493216,20101.5916260952,21316.1333540533,19468.9253635653,18430.9928980482,18309.1937900474,19475.4278020031,20530.8701720133,21291.8033611335,22317.3368016067,21722.1403738776,22215.9450833602,22680.8132564747,22815.1344006265,22323.9469554242,22844.0816410437,23206.7526884315,23206.7526884315,23206.7526884315,23365.3753005779,23256.2072709239,21770.256159948,20231.7818724199,19491.0156325536,19515.8067812571
9308,2.493271785,48.94583472,16849.103719171,17038.5667133492,16998.3074558974,17293.0860340176,19238.852521055,19894.8247981983,18691.0165083178,18596.9744856128,16274.2488645133,17983.4171377459,18581.8044661242,18961.2898215729,18871.3012922419,19129.4177143302,19129.4177143302,19129.4177143302,19129.4177143302,19278.4053155083,18911.6785071305,18911.6785071305,18370.2209991764,16459.3925304075,16404.5274617885,17400.4932287539
9309,2.545821682,48.96650852,31864.1138393746,27537.3997647452,32935.1662602284,33588.5082931372,32380.2731053521,30867.1815012807,30384.6868179383,31438.3590066649,31081.6643547779,31931.3859230507,33305.07588312,32748.9658413144,33572.9619299255,33104.2226922479,34251.6396088122,34251.6396088122,34396.714502691,34396.714502691,34717.5711108975,34717.5711108975,33887.0096456393,32975.8818816504,32714.481235688,31795.921142135
9310,2.445425873,48.93544008,24316.157298351,24259.0668196876,24605.2982334683,24608.6591996763,25713.4673245764,24864.6850614531,23591.0189557246,24012.1637329807,24473.721538037,29525.5977938108,31555.3160241592,32608.0213347045,31162.6358105488,29392.4220081952,29392.4220081952,29963.9000691904,29963.9000691904,30288.3652227103,29580.606077315,29361.5047660736,28652.9454226059,25463.3295997994,25319.9702887619,24754.7202778599
9311,2.365522736,48.94842045,41158.6530272236,38434.7692078329,38849.2057512644,39247.3010291859,39723.179704306,42555.6159979748,41414.1985963981,41489.8393255755,37628.7204255705,47591.3391610964,49288.5448088263,51215.901783972,52347.4489419689,53102.1961161617,53908.7857496664,53908.7857496664,54116.5479048073,54511.6411641162,53751.1711399282,53848.2590753869,50968.3075519797,49454.3953149274,44284.1504946144,41626.8576301605
9312,2.360325272,48.92129221,50903.3648653893,49980.0255868091,47673.4989213266,45264.1926784641,43262.6366732171,48353.7550528964,50445.2033222823,53560.8956039728,53946.182647519,58164.5097109776,56885.101035099,56874.8005610693,57668.6079938543,57712.4827030524,57961.0103439455,59734.4334256293,60072.7807167604,60272.5991386145,61052.863226327,61445.7063880301,58622.3105947575,56504.5370679017,51128.6504364569,52182.179938323
9402,2.391914425,48.79620323,20064.1610370586,19105.5585687299,20334.8409377483,18993.2416328755,17950.9907336111,18704.5599257523,17779.6883393739,18988.7839694491,18959.2204851497,19679.2038995859,23491.4059264259,23450.1773120805,25490.3788255671,25490.3788255671,25730.0336627748,26046.4489974679,26046.4489974679,26046.4489974679,26046.4489974679,25733.4978369524,24410.7773272228,23908.1365691169,22761.233502775,20567.0911092353
9403,2.347196649,48.79832349,27450.7552169977,26466.1015924945,26374.3044708376,26943.6787437297,28208.4292138926,26050.651759828,26651.3093832748,23430.6747037365,27631.2081548679,27473.4452456374,26755.8027893579,27513.3284681879,27069.1387641618,27568.4748007228,27568.4748007228,27188.1188740587,27567.7649247966,27567.7649247966,27186.2505779437,27186.2505779437,27186.2505779437,28377.7797853738,29310.7083467132,28534.8967273363
9404,2.399003624,48.75547279,19304.8502461331,20146.9307839987,19707.1273470541,21460.6320915302,20298.1062572221,21327.3002555485,20161.9040880401,20607.6254741092,19997.7604678746,19484.0790166849,19231.3367575552,18835.6543393624,19670.1528669261,19536.417876649,19536.417876649,19536.417876649,19536.417876649,19777.3101592512,19560.4423612187,19557.9471880971,19847.8710477635,18650.496236465,18334.4323886731,19224.0607359749
9405,2.343409238,48.76204362,12069.9235784438,11950.5055886233,10446.8652468767,10628.0037954066,11124.5726725485,12379.767749988,11560.4736991388,10420.7580630668,8897.59905185338,8867.85940578418,8537.95656735477,8601.87481950289,8313.89721504904,8329.55060022335,8329.55060022335,8329.55060022335,8410.12888721421,8207.82466591131,9669.71739499856,10990.2064652287,11105.1532754914,12232.2875135746,13573.0887814329,12455.5410155192
9406,2.465424509,48.78009348,22369.457627974,20731.2334350317,19592.9702467578,19359.1428910336,18489.4106322157,19936.3885915232,20091.4108438848,19373.6715484945,19957.7697261856,20734.1823068589,19461.7702445582,20320.8876914439,20639.7523951359,20639.7523951359,20765.330236369,20420.3871577485,20420.3871577485,20709.863753507,20564.1811002426,20274.2572405762,19453.8422798169,20472.9530699189,20131.4721814165,21335.51958378
9407,2.428373989,48.80709175,17162.5887998425,16350.9246319387,17175.7977188927,17920.0634087579,19181.2521941797,22196.3133746489,22159.1927432296,22468.7357747283,21378.0462446752,22875.4800020011,22780.4181629393,23079.9555609962,23404.3768657668,23404.3768657668,23404.3768657668,23749.3199443873,22803.1882038032,22803.1882038032,23340.1640965137,23340.1640965137,23429.4889016606,20541.4838237985,20213.0976840757,17997.6812943187
9408,2.489684054,48.80267366,11422.3024353878,10393.5796200434,10615.8950104737,10761.6644364287,10973.2380763383,11312.2907389079,10762.4002075243,10758.5957245135,8778.39294699361,11238.9168762367,10790.0630572887,10654.9725696333,10473.7813937476,10071.1998905519,10071.1998905519,10071.1998905519,10071.1998905519,10071.1998905519,9965.37835765762,10219.9506894298,10219.9506894298,8782.1460589352,10426.9252369228,10317.8859673005
9409,2.475951795,48.84509521,23953.035871837,24110.6207272477,25302.4527974963,22827.8957143319,20053.7042243232,19069.4406570719,20288.7636641555,20992.0765889587,21803.1724085579,19331.4715713745,18951.5396229731,19557.9318042937,19731.4492154038,21260.3760832588,21386.3200080134,21899.1396543676,21899.1396543676,21899.1396543676,21773.195729613,21899.1396543676,22041.7515019668,22956.595352314,24607.1845172741,23417.9174462086
9410,2.518360635,48.75398752,8106.6605845586,8502.36622468358,9052.68624282379,8946.87358585698,9043.96706507799,8749.57056694124,8551.34892091119,8407.15780884761,8931.6541488304,10588.3968026391,12049.71599378,12982.4327505987,13284.9278087773,13581.6724046826,14248.4826027143,13932.0672680211,13932.0672680211,13932.0672680211,13259.685102122,13259.685102122,12911.3269242497,11219.9043305571,9900.74413849164,8442.47358381592
9411,2.435855778,48.73946414,14653.969026846,14664.795385458,15905.3334046658,15472.2992260917,14589.4520271542,15072.2663277472,14895.30914609,15514.8133942314,16902.023376201,18429.7646443155,18649.5753964795,19049.1577282537,16610.4085677137,16917.489892288,17073.232922183,17073.232922183,17073.232922183,17073.232922183,17501.2625713694,17501.2625713694,17676.2396207732,16492.5221768164,16500.636392148,15386.9410786823
9412,2.552488718,48.79724871,8034.239451384,7669.95352819414,7705.62233163541,7928.44028888621,8743.0552908663,7591.43278926657,9449.21945881465,10041.3625403793,8910.91662575501,12129.0994086488,12638.5761784317,12418.7583982095,12737.2379219817,13139.8194251774,12611.2939972271,12454.4096805633,12454.4096805633,12454.4096805633,12856.991183759,12767.6663786121,11665.389584103,10872.6661596703,8737.031873819,7954.48672355966
9413,2.517382766,48.81732595,12716.6744541435,13350.9549966982,13206.6682021252,14236.2098829851,14205.3551727871,15268.4358190675,13906.9620495657,13887.7892661825,14696.7237445886,14752.0328592364,16157.0395406291,17108.2222079418,17108.2222079418,17333.16798482,17333.16798482,17333.16798482,17508.4961645886,17508.4961645886,17257.0582872348,17257.0582872348,16675.5157856606,15283.0014641749,15138.3203173075,14864.8926207156
9414,2.563240183,48.74285021,7143.6926586559,7642.74655400476,6986.98735781716,6555.82837503422,5568.47481762339,4912.65642103359,4094.94527188824,4332.85510782222,4212.77350398928,4593.98692958317,4890.7367951249,4606.51082125022,4642.11536625176,4700.69012169108,4700.69012169108,5084.04504410087,5084.04504410087,5084.04504410087,5084.04504410087,5084.04504410087,5324.59536580394,4882.43972796819,5999.67151652861,6190.12919599031
9501,2.029078952,49.03254061,12463.305347923,12914.8947168395,12613.1670656801,12959.6639431203,12339.9251283025,13018.8983651721,13054.4197331335,13535.0131979063,12601.6737786711,12902.5589867548,13488.7531669128,13330.8422770704,13791.6014607186,13791.6014607186,13969.1556781381,13969.1556781381,14230.8562074719,14455.7827377756,13916.5670346761,13721.6916195327,12101.1919510001,11776.2610581698,11833.04620018,12544.5014023715
9502,2.097945723,49.05045222,19820.2106719627,17887.5888095894,19081.4079895831,19279.8075748217,19286.2739418645,19230.6402795046,20979.2236467192,18253.6860607029,18640.8917303498,18115.3617582999,17247.4159099484,17918.0486666838,17788.4010754155,18078.8080125695,17610.6770596666,17610.6770596666,19051.225173672,19051.225173672,19891.1630132436,20394.7922698939,20113.3809949946,19698.9576521656,19942.8231412617,19672.6893210045
9503,2.352167162,49.11608155,12163.1051653239,11677.4288953748,11975.9487211982,12097.9933460524,11687.6099024314,11124.342153633,10884.5098950885,9745.09311190363,10232.923236091,11728.9613666554,11782.8505710626,12130.3465233794,13083.3321937298,13083.3321937298,13083.3321937298,13083.3321937298,13223.7952598007,13223.7952598007,13223.7952598007,13223.7952598007,12942.418191675,12131.371537191,12169.1766231604,12470.5482360005
9504,2.306487496,49.05239225,12334.8334225041,12168.7498708329,13777.627189658,14508.1201291807,13508.284824912,12783.6266530059,12291.3028662028,12298.7199248283,12542.074665352,14536.9378884805,12974.7418105537,13233.2091233466,13233.2091233466,13347.8824257109,13347.8824257109,13460.8615828447,13460.8615828447,13676.3328542255,13485.4827036822,13237.025851016,13083.2516767309,12494.7156348333,11803.2412165142,11739.9894462702
9505,2.503789724,49.04865334,16793.2825440304,17286.4261518666,17187.2122906986,16995.6959461229,16685.8130601407,16438.9973814277,16456.2800097412,16529.6516829307,16920.4544455377,18357.0641474719,18572.5354188527,19343.7194883092,18033.412988244,18033.412988244,19459.6058778103,18661.4032601301,18445.9319887493,18445.9319887493,17702.494134779,17702.494134779,18229.7192560932,17895.4464555324,17169.2707712748,16332.300715641
9506,2.429671346,48.99848596,14332.9968912663,16107.225308632,15132.1764120761,13768.6606978155,14250.9617884659,13966.9906617386,16186.2045349866,16661.8287604809,18010.3247997725,17924.1640860216,19287.4001133009,19624.9744808327,19350.7820012705,20019.2510364433,20019.2510364433,20019.2510364433,20019.2510364433,20105.420356289,20572.8480052515,20478.8158094926,19416.015883167,19331.0480564521,16685.1859871083,15246.8895885633
9507,2.40158896,48.97825865,27342.2868510903,29075.1954400133,26675.0005701676,28147.1845143379,27797.0543626756,27274.2100680963,27313.3252994976,26875.6040044092,28782.5339095832,27042.279259987,27430.470501097,29552.5318604024,30849.6906794314,30496.8446717533,30496.8446717533,30728.556428179,30728.556428179,30728.556428179,30728.556428179,30262.5235853947,29999.6045607438,27786.211561111,26921.5340804393,27115.4908405758
9508,2.23527615,48.94626504,18353.5422226353,18342.9770532502,17789.6656802533,19496.7160326508,18041.8225940122,19384.0797177126,17758.2512043016,18732.6993895905,18890.4641889786,20244.6350489745,21448.1325644138,21810.5098943517,21278.1111999314,21846.7722255622,22541.9898429702,22541.9898429702,22541.9898429702,22060.7272638155,22060.7272638155,22060.7272638155,20458.4041536243,19382.1914028225,19025.5621268181,18069.3660330828
9509,2.172722596,48.9966535,9079.54648074856,10530.6056205267,9845.26766018489,10172.7801952309,10000.3318414094,10285.1877636984,12157.269277871,11585.7397552782,13421.0044820277,13995.2996184619,14137.2013729898,14373.9669983613,14898.9735143775,14898.9735143775,15063.2333293942,15360.8404010945,14503.0581526807,14503.0581526807,14385.9970608108,14218.6025756308,14156.4547374742,12958.8657205826,11411.2874295235,10285.9982596362
9510,2.229925352,49.02134599,13157.3222108285,12573.8334732474,11826.3334187065,11554.5031073417,11987.0307998087,12501.103980583,12778.5713945752,11225.4140793524,12931.007154774,14070.8271147294,14473.8372913952,14751.1499447827,13239.3466028682,13239.3466028682,13467.5760978581,13671.5710134046,13409.8704840708,13409.8704840708,13409.8704840708,13409.8704840708,13587.4247014902,13222.0004128137,12080.269215487,12448.6709601256
9511,2.2986448,48.99411031,15856.1870692464,13350.9605661099,14034.9893349001,13523.490029222,12154.9001471811,12230.9925160753,10886.5135177348,11027.6656889975,9761.81452459104,9657.90334489954,10626.2226449638,11756.7638364147,12034.5500071034,12955.2743667209,12708.8755862628,12708.8755862628,12214.4592128416,12214.4592128416,12131.5511744851,12131.5511744851,12131.5511744851,11680.3026899086,12520.9454800104,13724.4912804782
9512,2.29771757,48.97067622,13119.4504953303,13584.5083113912,13138.6244282538,12442.2941207132,13946.842135039,12543.8274558967,15173.2673744228,17016.7496949735,15357.9120077921,13827.9679411931,14714.8311875459,15211.3172722151,14884.4075612608,15408.5264981002,15408.5264981002,15738.6583324401,15738.6583324401,15738.6583324401,14631.3614285046,14631.3614285046,14631.3614285046,14600.9486950078,13485.145296653,12910.0021226443
9513,1.92394592,49.12175425,9192.60911584447,8903.51675393284,9147.06428896104,9342.16463729969,8254.83353495587,8129.86674107086,8271.48451236857,9162.96335987816,9423.87169547489,11298.7271328013,12382.1042477484,12264.3929124455,12002.644742813,12488.3671659232,12488.3671659232,12488.3671659232,12488.3671659232,12488.3671659232,11488.1385041029,11749.8866737353,11985.3857434745,11249.5673198431,9421.14902626348,9061.69237709436
