"district","hour","mode1","mode2","mode3"
"001","4am",1054.47821,436.4772,3801.2407
"002","4am",573.29074,327.2948,2512.2296
"003","4am",1737.38489,1859.1613,7341.9738
"004","4am",586.99459,1875.1355,2078.7417
"005","4am",688.30081,1722.5168,2695.041
"006","4am",2243.65368,2914.8894,5117.1849
"007","4am",854.77263,2764.7463,2995.7235
"008","4am",459.41557,1697.6416,856.5157
"009","4am",1387.46733,2436.7631,3741.3185
"010","4am",945.63615,2435.9547,1750.3336
"011","4am",1198.35049,3654.5237,1105.4707
"012","4am",1935.81411,3356.0291,2382.3838
"013","4am",1017.48997,3561.841,1742.9543
"014","4am",1900.65773,5436.6668,2432.4003
"015","4am",649.53809,2283.4556,864.1429
"016","4am",649.87481,3566.4402,708.3568
"017","4am",1761.48056,3218.8104,1544.9984
"018","4am",2708.34135,3658.9686,3255.9339
"019","4am",1056.51057,2542.795,1661.9261
"020","4am",1785.65359,1889.5748,2576.5352
"021","4am",1036.66335,2765.8758,1078.0785
"022","4am",3843.68092,4978.2826,3965.3725
"023","4am",546.72948,3729.8327,1541.9253
"024","4am",889.76735,3311.9947,1060.6182
"025","4am",1724.09211,2769.907,1775.7161
"026","4am",1380.54243,4513.5345,1711.9778
"027","4am",331.64778,4145.1082,1110.8183
"028","4am",2311.43421,3610.2971,2339.04
"029","4am",957.85446,4200.265,1005.9686
"030","4am",466.79597,2943.1605,619.6118
"031","4am",281.48291,5115.4645,1871.9142
"032","4am",484.32104,4567.2703,1508.8467
"033","4am",600.64725,7496.7671,1526.0086
"034","4am",54.67152,1640.2597,311.1977
"035","4am",334.50193,4444.1476,1485.9168
"036","4am",627.43271,4309.1395,877.3611
"037","4am",260.48572,5470.4687,1351.2268
"038","4am",365.04009,4438.3827,363.5893
"039","4am",606.05259,3558.4052,402.3473
"040","4am",531.03408,7352.4813,1423.2683
"041","4am",192.96493,4156.2612,875.6746
"042","4am",276.40546,2684.5529,549.9805
"043","4am",460.48976,4568.2654,941.3008
"044","4am",138.58146,2939.8548,1115.7055
"045","4am",572.44199,3515.4794,1211.9327
"046","4am",389.50016,4162.9712,1138.8497
"047","4am",56.69001,4877.211,1145.6506
"048","4am",518.92048,4014.997,677.0289
"049","4am",377.03713,3729.5718,600.883
"050","4am",61.76176,2407.4271,330.0282
"051","4am",186.78915,2648.8568,296.4188
"052","4am",211.61907,4526.6895,689.9219
"053","4am",188.37928,5509.1906,1176.6916
"054","4am",226.17955,5102.3565,601.8535
"055","4am",198.75425,3490.0448,776.6624
"056","4am",273.90712,3984.1285,2257.5747
"057","4am",167.13456,2806.0313,386.4617
"058","4am",298.42974,5130.7007,868.5404
"059","4am",385.7736,7400.6211,3081.6358
"060","4am",190.20865,4259.8673,1169.9855
"061","4am",262.41516,7014.3752,1476.2834
"062","4am",535.41628,6860.3497,1289.1109
"063","4am",165.92847,2664.1253,329.2078
"064","4am",255.22267,4654.3094,1535.8695
"065","4am",487.00207,4121.4038,2266.562
"066","4am",43.36955,4391.1561,1335.4104
"067","4am",354.88824,7402.7341,1849.5499
"068","4am",114.52172,5137.8067,2048.715
"069","4am",117.79894,3152.8278,805.676
"070","4am",142.26017,6504.8777,2525.1475
"071","4am",507.60823,6404.0758,1637.6789
"072","4am",59.77686,4855.0965,1217.5273
"073","4am",990.31618,4261.2946,5566.5482
"074","4am",342.21589,5288.7815,2994.7709
"075","4am",1054.94345,7377.1705,1516.397
"076","4am",292.7977,3685.5431,1550.6917
"077","4am",75.6673,5428.416,2344.8678
"078","4am",0,6024.4523,2141.2013
"079","4am",0,5743.4043,2337.9229
"080","4am",234.0877,4270.2988,2290.5328
"001","5am",1054.47821,566.8246,3763.7803
"002","5am",611.99199,327.2948,2512.2296
"003","5am",1737.38489,1951.294,7432.6915
"004","5am",586.99459,1845.8112,2078.7417
"005","5am",688.30081,1722.5168,2695.041
"006","5am",2243.65368,2914.8894,5117.1849
"007","5am",854.77263,2788.3456,2995.7235
"008","5am",444.79643,1697.6416,856.5157
"009","5am",1629.30738,2515.9958,3784.6265
"010","5am",945.63615,2397.355,1661.3158
"011","5am",1198.35049,3679.6657,1159.5307
"012","5am",1935.81411,3296.1104,2308.4234
"013","5am",1017.48997,3777.0296,1742.9543
"014","5am",1900.65773,5293.3716,2432.4003
"015","5am",649.53809,2239.688,864.1429
"016","5am",601.71821,3513.559,708.3568
"017","5am",1761.48056,3332.8161,1484.846
"018","5am",2708.34135,3598.2998,3158.0554
"019","5am",1056.51057,2542.795,1661.9261
"020","5am",1733.51459,1775.6229,2576.5352
"021","5am",1036.66335,2734.6583,1078.0785
"022","5am",3843.68092,5150.938,3965.3725
"023","5am",546.72948,3963.6484,1541.9253
"024","5am",799.04964,3377.0096,1060.6182
"025","5am",1724.09211,2813.4127,1775.7161
"026","5am",1380.54243,4513.5345,1711.9778
"027","5am",331.64778,4138.3385,1065.4746
"028","5am",2311.43421,3589.5072,2333.1924
"029","5am",1015.80799,4365.7039,1005.9686
"030","5am",466.79597,2943.1605,619.6118
"031","5am",281.48291,5004.9582,1871.9142
"032","5am",484.32104,4611.8019,1508.8467
"033","5am",600.64725,7535.3668,1526.0086
"034","5am",54.67152,1671.1077,311.1977
"035","5am",334.50193,4642.6064,1485.9168
"036","5am",627.43271,4370.1243,877.3611
"037","5am",260.48572,5496.4934,1271.179
"038","5am",365.04009,4408.3866,363.5893
"039","5am",606.05259,3563.4715,363.646
"040","5am",531.03408,7413.9619,1423.2683
"041","5am",192.96493,4156.2612,875.6746
"042","5am",276.40546,2641.0193,549.9805
"043","5am",460.48976,4597.3033,941.3008
"044","5am",115.86782,2939.8548,1115.7055
"045","5am",572.44199,3467.9966,1175.8655
"046","5am",389.50016,4250.7602,1138.8497
"047","5am",56.69001,4582.0148,1145.6506
"048","5am",518.92048,4014.997,677.0289
"049","5am",377.03713,3832.9614,600.883
"050","5am",61.76176,2389.7924,330.0282
"051","5am",186.78915,2591.4028,296.4188
"052","5am",211.61907,4488.1614,689.9219
"053","5am",188.37928,5509.1906,1176.6916
"054","5am",226.17955,5022.8265,601.8535
"055","5am",198.75425,3454.618,714.4875
"056","5am",273.90712,3874.3627,2257.5747
"057","5am",167.13456,2854.7195,386.4617
"058","5am",298.42974,4957.4628,868.5404
"059","5am",385.7736,7339.3695,3141.0257
"060","5am",190.20865,4377.1769,1194.9118
"061","5am",262.41516,6864.9026,1476.2834
"062","5am",535.41628,6834.9634,1289.1109
"063","5am",165.92847,2564.6145,329.2078
"064","5am",255.22267,4654.3094,1535.8695
"065","5am",487.00207,4068.0668,2266.562
"066","5am",43.36955,4391.1561,1335.4104
"067","5am",354.88824,7155.8879,1849.5499
"068","5am",114.52172,4929.9487,2048.715
"069","5am",117.79894,3003.2144,805.676
"070","5am",142.26017,6790.4952,2525.1475
"071","5am",507.60823,6222.652,1637.6789
"072","5am",59.77686,4705.6029,1217.5273
"073","5am",729.48778,4261.2946,5767.731
"074","5am",342.21589,5259.6477,2764.0721
"075","5am",1054.94345,7441.2827,1516.397
"076","5am",292.7977,3651.5112,1550.6917
"077","5am",75.6673,5378.2698,2344.8678
"078","5am",0,5947.841,2141.2013
"079","5am",0,5743.4043,2337.9229
"080","5am",234.0877,4270.2988,2174.2472
"001","6am",1054.47821,624.2878,3793.1045
"002","6am",611.99199,327.2948,2472.9622
"003","6am",1903.80384,2056.135,7459.8006
"004","6am",586.99459,1802.1907,2049.4174
"005","6am",688.30081,1698.0165,2695.041
"006","6am",2169.73852,2934.8237,4955.7357
"007","6am",880.94065,2739.5331,2995.7235
"008","6am",429.77908,1676.6784,856.5157
"009","6am",1790.48762,2723.8781,3784.6265
"010","6am",913.95321,2325.4167,1661.3158
"011","6am",1130.93723,3840.7466,1159.5307
"012","6am",1888.71829,3234.8964,2308.4234
"013","6am",1017.48997,4106.3399,1742.9543
"014","6am",1900.65773,5235.0412,2354.1024
"015","6am",611.22672,2137.4367,864.1429
"016","6am",601.71821,3635.9713,768.5092
"017","6am",1639.58498,3288.5938,1484.846
"018","6am",2655.93891,3634.1948,3158.0554
"019","6am",1031.13662,2437.0753,1744.196
"020","6am",1672.77459,1678.1318,2447.7823
"021","6am",1036.66335,2585.7144,1078.0785
"022","6am",4112.41742,5721.7407,3965.3725
"023","6am",546.72948,3926.0794,1545.36
"024","6am",766.95855,3122.4829,1060.6182
"025","6am",1670.18966,2944.3408,1775.7161
"026","6am",1380.54243,4506.1838,1628.9231
"027","6am",331.64778,4231.1418,1065.4746
"028","6am",2311.43421,3798.9454,2377.4047
"029","6am",907.57559,4210.5246,1005.9686
"030","6am",466.79597,3040.2277,619.6118
"031","6am",281.48291,4977.5069,1945.2635
"032","6am",436.61311,5062.6317,1508.8467
"033","6am",517.33145,7365.9367,1526.0086
"034","6am",54.67152,1654.0087,311.1977
"035","6am",334.50193,5081.0734,1449.5229
"036","6am",627.43271,4398.0466,877.3611
"037","6am",142.94962,5392.5154,1271.179
"038","6am",312.37564,4289.7326,324.3047
"039","6am",568.54648,3423.4994,363.646
"040","6am",531.03408,7403.1376,1423.2683
"041","6am",260.37819,3976.9616,875.6746
"042","6am",276.40546,2516.3235,584.0205
"043","6am",460.48976,4648.0906,941.3008
"044","6am",115.86782,2759.3945,1092.5419
"045","6am",572.44199,3354.5467,1103.7311
"046","6am",248.51109,4103.7798,1138.8497
"047","6am",56.69001,4504.8335,1135.2886
"048","6am",274.84245,3757.8774,640.3011
"049","6am",304.94659,3751.0663,531.3502
"050","6am",61.76176,2398.9015,288.4836
"051","6am",186.78915,2448.5943,296.4188
"052","6am",105.96828,4152.5904,689.9219
"053","6am",188.37928,5068.8918,1140.4151
"054","6am",226.17955,4973.8848,559.5507
"055","6am",143.40494,3243.19,750.486
"056","6am",273.90712,3839.5842,2292.3532
"057","6am",133.26263,2814.7588,386.4617
"058","6am",298.42974,5024.9949,868.5404
"059","6am",264.7646,6365.2763,3074.5786
"060","6am",190.20865,4182.3372,1197.8676
"061","6am",262.41516,6193.1249,1509.8487
"062","6am",368.85908,6445.6848,1396.7462
"063","6am",138.80986,2462.9104,309.0512
"064","6am",213.05021,4496.7723,1487.1443
"065","6am",294.30766,3850.1944,2213.225
"066","6am",0,3997.677,1335.4104
"067","6am",354.88824,7237.4519,1849.5499
"068","6am",59.33065,4816.8134,2048.715
"069","6am",117.79894,2936.3949,805.676
"070","6am",142.26017,7132.3782,2525.1475
"071","6am",274.05441,6101.2101,1684.2119
"072","6am",25.60332,4671.8936,1251.7009
"073","6am",344.3313,4055.1514,5531.0627
"074","6am",342.21589,5492.9565,2764.0721
"075","6am",1054.94345,7363.2372,1520.9222
"076","6am",174.5158,3373.3486,1392.5218
"077","6am",75.6673,5069.3517,2344.8678
"078","6am",0,5713.08,2141.2013
"079","6am",0,5563.735,2476.1449
"080","6am",170.39631,4052.5694,2007.0386
"001","7am",1367.78089,998.393,3878.2908
"002","7am",642.9063,370.6477,2263.6597
"003","7am",2668.83655,2396.8023,6596.6269
"004","7am",487.6183,1662.2943,2063.2822
"005","7am",825.50559,1718.6918,2633.0652
"006","7am",2631.48791,2753.1063,4900.5337
"007","7am",763.46852,2217.1901,2612.4992
"008","7am",414.76173,1382.1562,794.8027
"009","7am",3258.01522,3950.9566,3819.46
"010","7am",773.14939,2153.554,1584.6609
"011","7am",1004.55496,4072.3041,1129.1927
"012","7am",1628.79956,2865.2956,2078.0681
"013","7am",746.43483,4058.2484,1623.1756
"014","7am",1159.9151,4114.4924,1980.5923
"015","7am",441.98895,1654.2006,696.9028
"016","7am",556.12726,3032.5745,653.5862
"017","7am",2037.80538,3478.7886,1599.9988
"018","7am",1808.1786,3991.3805,3010.0396
"019","7am",1465.03138,2963.6146,1782.2456
"020","7am",1150.07599,1866.9914,2249.4522
"021","7am",787.3587,2217.9508,940.4689
"022","7am",3398.78091,6529.2104,3716.5612
"023","7am",1037.23847,4596.0977,1496.3572
"024","7am",704.92945,3089.7409,1018.2468
"025","7am",3729.69159,4490.9441,3095.8634
"026","7am",941.60357,3741.1378,1555.1077
"027","7am",286.94498,5190.8174,1142.4416
"028","7am",2101.13524,4551.4465,2243.1103
"029","7am",850.00989,4329.1187,1136.3579
"030","7am",537.91887,3220.8257,619.6118
"031","7am",58.57737,4136.4869,1783.5205
"032","7am",413.94214,5765.1051,1439.1085
"033","7am",692.45056,7002.8587,1480.4468
"034","7am",0,1920.2466,324.6817
"035","7am",399.32082,5894.7552,1242.2957
"036","7am",585.67412,3920.3439,831.0606
"037","7am",80.04775,5209.9983,1152.0563
"038","7am",144.41634,3403.3748,286.6348
"039","7am",568.54648,2735.116,363.646
"040","7am",445.91777,6639.9584,1345.7686
"041","7am",150.12285,3746.8157,670.4663
"042","7am",124.77763,2120.3103,509.0562
"043","7am",339.44846,4667.8531,829.3037
"044","7am",71.24192,2037.2065,1347.1177
"045","7am",362.53673,2998.3936,977.9176
"046","7am",196.41584,3044.7794,1105.7941
"047","7am",0,4173.4456,1037.7037
"048","7am",173.31541,3613.2314,480.0756
"049","7am",108.43758,3238.4571,455.2207
"050","7am",44.12706,2010.4456,288.4836
"051","7am",58.56299,2048.5958,315.2376
"052","7am",0,3256.8111,638.7459
"053","7am",0,3614.7423,1078.6392
"054","7am",46.73358,4174.5854,474.539
"055","7am",39.48595,3013.3661,602.9571
"056","7am",182.45204,3427.4587,2292.3532
"057","7am",110.77386,2065.6303,378.572
"058","7am",212.17686,4394.117,888.8863
"059","7am",143.7556,6549.3147,2808.1908
"060","7am",913.96467,4252.7926,1294.5629
"061","7am",0,5358.4838,1383.5703
"062","7am",245.0246,4940.9789,1294.4129
"063","7am",103.09724,1974.5603,330.141
"064","7am",66.88157,3547.783,1339.6943
"065","7am",0,3738.0683,2182.8619
"066","7am",0,3170.7781,1216.2795
"067","7am",0,6238.0736,1602.2224
"068","7am",0,4558.3428,1918.5916
"069","7am",64.74294,2694.0289,736.1115
"070","7am",104.77841,6003.0385,2430.8408
"071","7am",212.35446,5630.8951,1809.5327
"072","7am",25.60332,3907.8818,1081.4271
"073","7am",283.65617,4899.8218,5307.3985
"074","7am",581.8401,5465.5209,2602.06
"075","7am",1635.21602,7312.3118,1494.9535
"076","7am",174.5158,3389.434,1430.4035
"077","7am",0,4028.3716,2141.2897
"078","7am",294.59715,5514.1816,2112.7148
"079","7am",428.82928,4966.74,2482.4049
"080","7am",71.74082,3543.2652,1890.753
"001","8am",1903.44249,1474.1292,4546.5992
"002","8am",1232.24289,523.8598,2371.0479
"003","8am",3780.1027,2577.9988,5652.929
"004","8am",382.63838,1820.8509,1686.9835
"005","8am",895.12711,1771.5764,2521.1195
"006","8am",2576.7455,2823.9843,4038.9739
"007","8am",911.44792,1479.9019,2249.9201
"008","8am",300.45997,1269.4438,726.8818
"009","8am",4131.50608,5470.1042,3943.5595
"010","8am",964.05467,2018.1165,1581.5502
"011","8am",1019.57659,5018.0923,1033.8925
"012","8am",1069.12803,2330.2824,1863.2721
"013","8am",655.81101,4486.0529,1841.2071
"014","8am",883.84637,4388.9999,1921.2771
"015","8am",375.65513,1441.6378,588.1651
"016","8am",674.48157,2241.2258,674.7069
"017","8am",2556.22385,3691.2338,1783.9576
"018","8am",1690.26298,4340.553,2702.1325
"019","8am",1797.25521,5133.1056,2320.8684
"020","8am",1036.14275,1757.8526,2156.8305
"021","8am",551.57336,1546.7916,677.7786
"022","8am",3205.01142,7702.3091,3811.5366
"023","8am",1381.45924,6326.6041,1534.5243
"024","8am",589.31143,2821.7921,1146.0494
"025","8am",4913.56837,6411.4782,4685.0223
"026","8am",1038.49827,2800.6735,1327.5567
"027","8am",803.92148,9171.9274,1271.2491
"028","8am",2726.7441,5638.5656,2650.7578
"029","8am",830.40591,4949.1757,1188.7878
"030","8am",821.45516,3203.0917,469.4694
"031","8am",58.57737,3524.9398,1850.1963
"032","8am",419.82799,7077.3592,1384.3321
"033","8am",1087.82907,6146.501,1284.9975
"034","8am",0,2567.4486,323.1259
"035","8am",420.19201,5878.2943,1307.3042
"036","8am",207.12903,3395.1082,797.1576
"037","8am",0,4557.2264,1138.0124
"038","8am",96.39793,2993.1016,447.2858
"039","8am",332.68049,2328.861,291.7907
"040","8am",1085.74168,7283.9709,1511.6472
"041","8am",223.06493,3402.3158,637.2494
"042","8am",150.82482,1882.2413,447.083
"043","8am",520.85389,5008.2707,777.803
"044","8am",358.56452,2263.2335,1381.2848
"045","8am",278.09135,2250.4858,714.1234
"046","8am",196.41584,2408.0729,1019.3705
"047","8am",95.36675,3900.6182,1340.7823
"048","8am",66.45374,3096.1724,426.6481
"049","8am",24.4412,2452.6764,725.0831
"050","8am",44.12706,1382.7924,339.0468
"051","8am",58.56299,1558.7023,331.0165
"052","8am",0,2880.5622,535.7072
"053","8am",0,2820.0346,1053.1398
"054","8am",103.71339,3627.4162,588.5086
"055","8am",39.48595,2438.2595,712.1599
"056","8am",192.86041,3408.6919,2198.4944
"057","8am",80.39532,1938.757,348.1934
"058","8am",70.42583,3492.6292,728.5214
"059","8am",88.65551,6131.7236,3035.6281
"060","8am",866.71993,3953.1615,1679.676
"061","8am",0,4309.3975,1330.4499
"062","8am",78.4674,4093.8669,869.9651
"063","8am",30.61222,1434.3356,309.095
"064","8am",0,2399.0175,1325.6331
"065","8am",247.21735,3114.4534,1877.9567
"066","8am",0,2903.3153,1289.983
"067","8am",0,4604.6726,1544.916
"068","8am",0,3966.9195,2012.0528
"069","8am",18.67375,2402.9524,984.3921
"070","8am",104.77841,5419.4927,2260.5019
"071","8am",131.88751,5442.4049,1956.4087
"072","8am",25.60332,3907.3919,1210.1635
"073","8am",334.3328,4627.891,5517.7202
"074","8am",568.6777,5504.0146,2593.8515
"075","8am",1519.30198,8174.0792,1562.211
"076","8am",174.5158,2924.3329,1489.4375
"077","8am",0,2851.5128,2280.4301
"078","8am",294.59715,6473.1667,2122.4105
"079","8am",514.83129,4989.5309,2363.282
"080","8am",71.74082,2885.0424,1773.733
"001","9am",2939.69476,1998.484,5306.709
"002","9am",1642.74722,1210.507,2821.8807
"003","9am",4072.70543,2864.567,5628.325
"004","9am",467.0751,1495.698,1427.4331
"005","9am",660.29899,1707.718,2615.7803
"006","9am",2687.01564,2868.477,3999.4698
"007","9am",1049.17559,1373.049,2036.3847
"008","9am",275.96493,1186.427,673.3757
"009","9am",4583.95207,5947.127,3808.0179
"010","9am",1236.08013,1988.186,1445.3873
"011","9am",1021.44117,5175.49,1229.2779
"012","9am",918.53087,2098.628,2000.4996
"013","9am",624.57033,4788.9,1577.8544
"014","9am",826.57474,4188.407,1971.435
"015","9am",405.34242,1083.626,436.2199
"016","9am",592.86159,1918.921,739.5518
"017","9am",2376.2662,4415.838,2218.7872
"018","9am",1218.01245,4456.744,2824.7739
"019","9am",1929.33045,5664.665,2195.6975
"020","9am",695.44667,1491.258,1764.0984
"021","9am",491.4635,1466.931,529.3492
"022","9am",3200.82822,8517.017,2731.1784
"023","9am",1575.5914,7195.651,1245.8812
"024","9am",718.60066,2969.977,1343.6944
"025","9am",6319.68024,7180.239,5917.7052
"026","9am",956.52349,2922.261,1440.6459
"027","9am",805.47058,10066.112,1275.3626
"028","9am",2840.83999,7344.319,2784.1442
"029","9am",770.47929,5196.131,1145.2032
"030","9am",784.2575,2882.472,595.0778
"031","9am",58.57737,3303.301,1706.3399
"032","9am",375.27735,8419.881,1240.0302
"033","9am",1167.60189,7034.709,1506.1401
"034","9am",0,2550.534,285.7127
"035","9am",345.29825,6581.998,1180.0231
"036","9am",134.49441,3492.186,496.777
"037","9am",0,4801.013,1126.1552
"038","9am",136.79901,3160.463,475.2803
"039","9am",300.07062,1994.881,358.8261
"040","9am",1178.39649,7817.004,1511.6472
"041","9am",223.06493,3716.266,698.9733
"042","9am",99.06374,1680.744,440.9634
"043","9am",520.85389,5070.143,667.92
"044","9am",279.6644,2192.879,1349.7077
"045","9am",155.16655,2031.305,629.9961
"046","9am",171.0134,2202.996,930.5832
"047","9am",95.36675,4395.514,1257.0375
"048","9am",110.56771,2438.173,564.9811
"049","9am",60.30782,2173.553,655.5504
"050","9am",17.6347,1203.989,311.772
"051","9am",58.56299,1411.162,321.736
"052","9am",0,2844.521,600.0816
"053","9am",0,2155.126,1103.572
"054","9am",103.71339,3737.634,589.3701
"055","9am",0,1935.646,764.236
"056","9am",192.86041,3452.112,2161.6715
"057","9am",47.71641,1838.496,386.3648
"058","9am",70.42583,2473.685,589.2849
"059","9am",185.3211,6382.152,3324.1117
"060","9am",866.71993,4191.928,1364.0065
"061","9am",0,3915.171,1498.786
"062","9am",78.4674,3370.93,1063.4223
"063","9am",30.61222,1143.005,266.9153
"064","9am",0,2241.991,1195.3016
"065","9am",295.49613,3228.663,1767.5885
"066","9am",0,2680.21,1278.6948
"067","9am",42.17246,4264.612,1550.2516
"068","9am",0,3934.295,1922.1998
"069","9am",0,2094.548,648.1602
"070","9am",104.77841,5711.853,2300.7593
"071","9am",189.19365,5024.387,1806.4666
"072","9am",25.60332,4007.502,1404.4824
"073","9am",277.43989,5032.143,5940.3264
"074","9am",626.28017,5111.169,1939.7328
"075","9am",1713.19825,9243.181,1184.7231
"076","9am",174.5158,2788.725,1458.3263
"077","9am",0,2634.099,2142.0521
"078","9am",342.72691,6750.273,2336.587
"079","9am",585.60922,5019.288,2404.1274
"080","9am",71.74082,3226.801,1692.6067
